2.251196622848510742e+00,2.170042753219604492e+00,8.295131921768188477e-01,-5.767561495304107666e-03,-1.966002455446869135e-04,9.994624257087707520e-01,3.227226063609123230e-02,-1.337549686431884766e-01,4.036084190011024475e-02,6.048845127224922180e-02,2.924602031707763672e-01,-1.944481283426284790e-01,5.279827862977981567e-03,-1.306561082601547241e-01,-4.827878624200820923e-02,-1.696822196245193481e-01,2.991591989994049072e-01,-1.911151111125946045e-01,3.126128017902374268e-02,-1.144875679165124893e-02,1.590588688850402832e-01,1.757928282022476196e-01,-2.851522862911224365e-01,-1.666793674230575562e-01,1.374556124210357666e-01,1.400723457336425781e-01,-2.411632388830184937e-01,1.276404112577438354e-01,-1.668875217437744141e-01,4.123226180672645569e-02,2.028229087591171265e-02
2.251081228256225586e+00,2.170078039169311523e+00,8.294439911842346191e-01,-5.697426851838827133e-03,-7.680858834646642208e-05,9.994586110115051270e-01,3.240457549691200256e-02,-1.327611505985260010e-01,4.015358909964561462e-02,6.115782633423805237e-02,2.913390994071960449e-01,-1.938428282737731934e-01,5.251091439276933670e-03,-1.298993080854415894e-01,-4.846294969320297241e-02,-1.698502451181411743e-01,2.984301745891571045e-01,-1.908806413412094116e-01,3.108881041407585144e-02,-1.189930923283100128e-02,1.606876701116561890e-01,1.729557514190673828e-01,-2.852502763271331787e-01,-1.691402196884155273e-01,1.360589265823364258e-01,1.417845785617828369e-01,-2.390291690826416016e-01,1.276320517063140869e-01,-1.698174029588699341e-01,4.301063716411590576e-02,2.045090869069099426e-02
2.250992774963378906e+00,2.170094728469848633e+00,8.294277787208557129e-01,-5.743322893977165222e-03,-3.603861841838806868e-05,9.994551539421081543e-01,3.250232711434364319e-02,-1.324982643127441406e-01,4.006021469831466675e-02,6.123946607112884521e-02,2.909713387489318848e-01,-1.939676403999328613e-01,5.408774130046367645e-03,-1.296110749244689941e-01,-4.849190637469291687e-02,-1.697418838739395142e-01,2.981821298599243164e-01,-1.911146938800811768e-01,3.101632744073867798e-02,-1.184456143528223038e-02,1.617970019578933716e-01,1.723531037569046021e-01,-2.847490608692169189e-01,-1.705356240272521973e-01,1.350431591272354126e-01,1.431125402450561523e-01,-2.386878579854965210e-01,1.271735429763793945e-01,-1.719028055667877197e-01,4.444467276334762573e-02,2.070388942956924438e-02
2.250814199447631836e+00,2.170118093490600586e+00,8.294200897216796875e-01,-5.836512893438339233e-03,-1.067588073055958375e-05,9.994501471519470215e-01,3.264002501964569092e-02,-1.321394741535186768e-01,4.008071124553680420e-02,6.166955083608627319e-02,2.906745672225952148e-01,-1.942225992679595947e-01,5.409155972301959991e-03,-1.295824348926544189e-01,-4.847337678074836731e-02,-1.695524305105209351e-01,2.980048358440399170e-01,-1.912937164306640625e-01,3.089177608489990234e-02,-1.202669087797403336e-02,1.626820564270019531e-01,1.723714172840118408e-01,-2.840718328952789307e-01,-1.715695410966873169e-01,1.343303024768829346e-01,1.442253291606903076e-01,-2.387778460979461670e-01,1.266103237867355347e-01,-1.735504418611526489e-01,4.561949148774147034e-02,2.090813033282756805e-02
2.250755786895751953e+00,2.170182943344116211e+00,8.294078111648559570e-01,-5.823994521051645279e-03,-1.972266909433528781e-05,9.994510412216186523e-01,3.261419758200645447e-02,-1.319997310638427734e-01,4.018209129571914673e-02,6.170591711997985840e-02,2.905400693416595459e-01,-1.942504346370697021e-01,5.398868117481470108e-03,-1.299024671316146851e-01,-4.840497672557830811e-02,-1.695300787687301636e-01,2.983060181140899658e-01,-1.913603246212005615e-01,3.068349510431289673e-02,-1.180326845496892929e-02,1.634966135025024414e-01,1.725723445415496826e-01,-2.834416925907135010e-01,-1.723641157150268555e-01,1.337115466594696045e-01,1.452319771051406860e-01,-2.389168739318847656e-01,1.260017603635787964e-01,-1.748263537883758545e-01,4.651086777448654175e-02,2.110913954675197601e-02
2.250627756118774414e+00,2.170231819152832031e+00,8.294031620025634766e-01,-5.958066787570714951e-03,3.196782563463784754e-05,9.994465708732604980e-01,3.272624313831329346e-02,-1.318360269069671631e-01,4.018901661038398743e-02,6.204907968640327454e-02,2.902171313762664795e-01,-1.944052875041961670e-01,5.362180992960929871e-03,-1.293763369321823120e-01,-4.836520925164222717e-02,-1.694365143775939941e-01,2.977743744850158691e-01,-1.917491108179092407e-01,3.059668280184268951e-02,-1.184817869216203690e-02,1.642749309539794922e-01,1.727966815233230591e-01,-2.828797996044158936e-01,-1.729327440261840820e-01,1.332306563854217529e-01,1.461030542850494385e-01,-2.390535622835159302e-01,1.253841966390609741e-01,-1.759530454874038696e-01,4.721499606966972351e-02,2.124936319887638092e-02
2.250535249710083008e+00,2.170305013656616211e+00,8.293882012367248535e-01,-6.240026094019412994e-03,1.377920852974057198e-05,9.994410276412963867e-01,3.284358978271484375e-02,-1.322281956672668457e-01,4.036439955234527588e-02,6.219113618135452271e-02,2.900811135768890381e-01,-1.945749968290328979e-01,5.352643318474292755e-03,-1.297277212142944336e-01,-4.811586067080497742e-02,-1.690992116928100586e-01,2.974272966384887695e-01,-1.917626410722732544e-01,3.040882572531700134e-02,-1.189783867448568344e-02,1.649503856897354126e-01,1.730083078145980835e-01,-2.823777496814727783e-01,-1.735170930624008179e-01,1.328808963298797607e-01,1.468410044908523560e-01,-2.391483038663864136e-01,1.247928664088249207e-01,-1.770832389593124390e-01,4.779336228966712952e-02,2.135563082993030548e-02
2.250460386276245117e+00,2.170337915420532227e+00,8.293694257736206055e-01,-6.344615016132593155e-03,1.474743385188048705e-05,9.994353055953979492e-01,3.299691900610923767e-02,-1.323371678590774536e-01,4.042858630418777466e-02,6.234310939908027649e-02,2.901132404804229736e-01,-1.947116851806640625e-01,5.498233716934919357e-03,-1.305406987667083740e-01,-4.808814078569412231e-02,-1.687340438365936279e-01,2.980057597160339355e-01,-1.918689012527465820e-01,3.024040907621383667e-02,-1.195622235536575317e-02,1.655940711498260498e-01,1.732289493083953857e-01,-2.819694280624389648e-01,-1.740408837795257568e-01,1.326182484626770020e-01,1.475194394588470459e-01,-2.392077445983886719e-01,1.242696791887283325e-01,-1.781354993581771851e-01,4.830614849925041199e-02,2.139208093285560608e-02
2.250363349914550781e+00,2.170361518859863281e+00,8.293530344963073730e-01,-6.467187777161598206e-03,4.580734821502119303e-05,9.994305968284606934e-01,3.311574459075927734e-02,-1.323263645172119141e-01,4.035053402185440063e-02,6.227599456906318665e-02,2.900161743164062500e-01,-1.949298530817031860e-01,5.619376897811889648e-03,-1.309387087821960449e-01,-4.814779758453369141e-02,-1.685746014118194580e-01,2.984146773815155029e-01,-1.922078877687454224e-01,3.013532795011997223e-02,-1.177666150033473969e-02,1.662037968635559082e-01,1.734455376863479614e-01,-2.816795706748962402e-01,-1.745754927396774292e-01,1.323968470096588135e-01,1.481250822544097900e-01,-2.392325103282928467e-01,1.236519515514373779e-01,-1.789630949497222900e-01,4.865672439336776733e-02,2.135189250111579895e-02
2.250272750854492188e+00,2.170385837554931641e+00,8.293327093124389648e-01,-6.668671965599060059e-03,4.001321212854236364e-05,9.994252920150756836e-01,3.323542699217796326e-02,-1.326799839735031128e-01,4.040132835507392883e-02,6.227711588144302368e-02,2.900726795196533203e-01,-1.951694339513778687e-01,5.699235945940017700e-03,-1.314589828252792358e-01,-4.816504940390586853e-02,-1.686054915189743042e-01,2.987537086009979248e-01,-1.924181729555130005e-01,3.017148375511169434e-02,-1.160919200628995895e-02,1.667800098657608032e-01,1.736560016870498657e-01,-2.813799679279327393e-01,-1.749977767467498779e-01,1.322636157274246216e-01,1.486817896366119385e-01,-2.392421960830688477e-01,1.230865344405174255e-01,-1.797770112752914429e-01,4.898095875978469849e-02,2.130264043807983398e-02
