-1.334892272949218750e+00,-1.915585696697235107e-01,1.019167304039001465e+00,1.848821900784969330e-02,9.177208878099918365e-03,-6.811677217483520508e-01,7.318363785743713379e-01,-1.225618422031402588e-01,4.686835035681724548e-02,2.746036276221275330e-02,1.238071918487548828e-01,-5.196754634380340576e-02,-7.536906003952026367e-02,-1.417333483695983887e-01,-7.341767847537994385e-02,-2.213699519634246826e-01,2.112323045730590820e-01,-1.008352786302566528e-01,3.473513200879096985e-02,-3.293590247631072998e-02,1.564894914627075195e-01,1.502363830804824829e-01,-1.259079426527023315e-01,-4.253745079040527344e-01,-1.183336898684501648e-01,5.119055882096290588e-02,-1.875940859317779541e-01,1.362452954053878784e-01,-2.570798099040985107e-01,1.494111418724060059e-01,-1.161739230155944824e-01,-7.004109676927328110e-03
-1.334892392158508301e+00,-1.915251165628433228e-01,1.019167065620422363e+00,1.840903237462043762e-02,9.093023836612701416e-03,-6.810716390609741211e-01,7.319288253784179688e-01,-1.226173192262649536e-01,4.676883667707443237e-02,2.718308195471763611e-02,1.242081820964813232e-01,-5.211449414491653442e-02,-7.532740384340286255e-02,-1.414714604616165161e-01,-7.347348332405090332e-02,-2.217224687337875366e-01,2.112811058759689331e-01,-1.008842140436172485e-01,3.473794832825660706e-02,-3.302768245339393616e-02,1.565378159284591675e-01,1.508458554744720459e-01,-1.267743706703186035e-01,-4.261146485805511475e-01,-1.135571077466011047e-01,5.189295858144760132e-02,-1.881347596645355225e-01,1.363625675439834595e-01,-2.596686184406280518e-01,1.472185403108596802e-01,-1.162526234984397888e-01,-7.026457693427801132e-03
-1.334852576255798340e+00,-1.914738416671752930e-01,1.019166350364685059e+00,1.827944442629814148e-02,8.947252295911312103e-03,-6.809638142585754395e-01,7.320342063903808594e-01,-1.225707754492759705e-01,4.667603969573974609e-02,2.688843570649623871e-02,1.246980875730514526e-01,-5.232926085591316223e-02,-7.524340599775314331e-02,-1.410380005836486816e-01,-7.346756756305694580e-02,-2.220193743705749512e-01,2.113720029592514038e-01,-1.009829193353652954e-01,3.473763540387153625e-02,-3.308096528053283691e-02,1.566646099090576172e-01,1.515108495950698853e-01,-1.277445554733276367e-01,-4.265968203544616699e-01,-1.095802634954452515e-01,5.269015207886695862e-02,-1.886823624372482300e-01,1.365177333354949951e-01,-2.616274952888488770e-01,1.453750282526016235e-01,-1.161677017807960510e-01,-7.074278779327869415e-03
-1.334812879562377930e+00,-1.914383471012115479e-01,1.019165873527526855e+00,1.814526505768299103e-02,8.805722929537296295e-03,-6.808426976203918457e-01,7.321518659591674805e-01,-1.224155649542808533e-01,4.657983407378196716e-02,2.661249414086341858e-02,1.250336617231369019e-01,-5.244357883930206299e-02,-7.520127296447753906e-02,-1.406198441982269287e-01,-7.344488799571990967e-02,-2.222968339920043945e-01,2.114030718803405762e-01,-1.010230034589767456e-01,3.473407030105590820e-02,-3.313315287232398987e-02,1.567824482917785645e-01,1.521927267313003540e-01,-1.287446618080139160e-01,-4.270339906215667725e-01,-1.062474846839904785e-01,5.350413173437118530e-02,-1.892154067754745483e-01,1.366839408874511719e-01,-2.632112205028533936e-01,1.437600851058959961e-01,-1.160119250416755676e-01,-7.181428372859954834e-03
-1.334783077239990234e+00,-1.914320737123489380e-01,1.019166111946105957e+00,1.803541742265224457e-02,8.699779398739337921e-03,-6.807080507278442383e-01,7.322810888290405273e-01,-1.223552897572517395e-01,4.652362316846847534e-02,2.632302604615688324e-02,1.253372132778167725e-01,-5.252674221992492676e-02,-7.517845928668975830e-02,-1.402665227651596069e-01,-7.343795150518417358e-02,-2.225339412689208984e-01,2.113408744335174561e-01,-1.009818762540817261e-01,3.469982743263244629e-02,-3.324697911739349365e-02,1.569289416074752808e-01,1.528948694467544556e-01,-1.297762989997863770e-01,-4.273453056812286377e-01,-1.034553200006484985e-01,5.436244234442710876e-02,-1.897486001253128052e-01,1.368713527917861938e-01,-2.644789516925811768e-01,1.423460990190505981e-01,-1.157353818416595459e-01,-7.268610410392284393e-03
-1.334763407707214355e+00,-1.914270669221878052e-01,1.019165396690368652e+00,1.790423132479190826e-02,8.597412146627902985e-03,-6.805749535560607910e-01,7.324091792106628418e-01,-1.221705824136734009e-01,4.650400951504707336e-02,2.598899230360984802e-02,1.255905479192733765e-01,-5.269225314259529114e-02,-7.514762878417968750e-02,-1.397603899240493774e-01,-7.346338778734207153e-02,-2.230566442012786865e-01,2.112262398004531860e-01,-1.009901612997055054e-01,3.473449870944023132e-02,-3.319151327013969421e-02,1.570428460836410522e-01,1.535701900720596313e-01,-1.308392882347106934e-01,-4.277050793170928955e-01,-1.011274382472038269e-01,5.519055947661399841e-02,-1.902661025524139404e-01,1.370491683483123779e-01,-2.656477093696594238e-01,1.410375684499740601e-01,-1.154049858450889587e-01,-7.430885452777147293e-03
-1.334733366966247559e+00,-1.914243549108505249e-01,1.019164443016052246e+00,1.768317818641662598e-02,8.444549515843391418e-03,-6.804298162460327148e-01,7.325512170791625977e-01,-1.218913719058036804e-01,4.656006768345832825e-02,2.558715827763080597e-02,1.259203702211380005e-01,-5.285460129380226135e-02,-7.510168850421905518e-02,-1.389622390270233154e-01,-7.346840947866439819e-02,-2.235955148935317993e-01,2.109004408121109009e-01,-1.008488386869430542e-01,3.478677570819854736e-02,-3.323857858777046204e-02,1.571791023015975952e-01,1.542797237634658813e-01,-1.319058090448379517e-01,-4.279445111751556396e-01,-9.921435266733169556e-02,5.605131760239601135e-02,-1.908231526613235474e-01,1.374486237764358521e-01,-2.666794657707214355e-01,1.397824138402938843e-01,-1.149851083755493164e-01,-7.670231629163026810e-03
-1.334703564643859863e+00,-1.914235204458236694e-01,1.019164800643920898e+00,1.750279963016510010e-02,8.316826075315475464e-03,-6.802746653556823730e-01,7.327010631561279297e-01,-1.216553002595901489e-01,4.662933573126792908e-02,2.521190419793128967e-02,1.262157708406448364e-01,-5.300971493124961853e-02,-7.503329217433929443e-02,-1.381874382495880127e-01,-7.345532625913619995e-02,-2.241564244031906128e-01,2.104744911193847656e-01,-1.006780117750167847e-01,3.487397730350494385e-02,-3.335925936698913574e-02,1.572747379541397095e-01,1.549970060586929321e-01,-1.329474002122879028e-01,-4.281968176364898682e-01,-9.761139750480651855e-02,5.689989775419235229e-02,-1.913645118474960327e-01,1.379491388797760010e-01,-2.676628232002258301e-01,1.385633498430252075e-01,-1.144833862781524658e-01,-8.011092431843280792e-03
-1.334673762321472168e+00,-1.914234608411788940e-01,1.019164800643920898e+00,1.729877479374408722e-02,8.188726380467414856e-03,-6.801159381866455078e-01,7.328546643257141113e-01,-1.213850304484367371e-01,4.674557968974113464e-02,2.484375052154064178e-02,1.264589726924896240e-01,-5.312534049153327942e-02,-7.493986189365386963e-02,-1.373493522405624390e-01,-7.342947274446487427e-02,-2.246943265199661255e-01,2.099524736404418945e-01,-1.004371047019958496e-01,3.495874255895614624e-02,-3.350879997014999390e-02,1.573948264122009277e-01,1.557081788778305054e-01,-1.340181380510330200e-01,-4.283540248870849609e-01,-9.622771292924880981e-02,5.768660083413124084e-02,-1.918128579854965210e-01,1.383153200149536133e-01,-2.686442434787750244e-01,1.374231725931167603e-01,-1.139304712414741516e-01,-8.436379022896289825e-03
-1.334664344787597656e+00,-1.914249956607818604e-01,1.019166350364685059e+00,1.716053113341331482e-02,8.089733310043811798e-03,-6.799606084823608398e-01,7.330031991004943848e-01,-1.211793720722198486e-01,4.671836271882057190e-02,2.438083477318286896e-02,1.266034990549087524e-01,-5.319370701909065247e-02,-7.486841827630996704e-02,-1.367450803518295288e-01,-7.345499098300933838e-02,-2.252868860960006714e-01,2.096424102783203125e-01,-1.002338677644729614e-01,3.498478233814239502e-02,-3.357650339603424072e-02,1.574939042329788208e-01,1.564140319824218750e-01,-1.350336819887161255e-01,-4.284856319427490234e-01,-9.502246230840682983e-02,5.844454094767570496e-02,-1.922307312488555908e-01,1.386957019567489624e-01,-2.695516645908355713e-01,1.363586038351058960e-01,-1.133776083588600159e-01,-8.831728249788284302e-03
